RMSE_curr_x,RMSE_curr_y,RMSE_curr_z,Percent_Dev_curr_x,Percent_Dev_curr_y,Percent_Dev_curr_z
0.16125152503060128,0.08066446585641251,0.03374060223314235,109.31231282337083,-13.179933032820458,0.8261457988185672
0.027722491419350237,0.06021677204587994,0.06005122404740426,4.024240952497108,-11.84529586198973,1.4613735113559534
0.14471811642052484,0.1568909323730237,0.3729703075386608,-98.5776139558326,49.499594403634426,8.621801461314123
0.3404736655762838,0.0680655981863999,0.03525811573084514,-38.29827100440846,11.141106476243651,0.7889865167464417
0.021389316743245734,0.0769474721704809,0.016542975988621755,2.5200023048045734,228.18610759840473,0.37655737472873807
0.013333720262434429,0.01611072588567053,0.02302747993357457,-10.285753085491725,-3.920778574715637,0.5319170313085921
0.04040397466892154,0.4501480062851321,0.12869297072024555,-5.755408971758859,77.32662475261701,2.8709825993945137
0.05419243446443156,0.030738262656424094,0.011132497683641773,6.941393746161681,-12290.50876646613,0.25824614355625813
0.01673770924917073,0.0693277635607834,0.06896386591767012,1.375366399132908,-8.038434835093891,1.5510329749616565
0.03439640590718912,0.07063305263751884,0.04867743589001172,11.64714323795305,13.617386691517556,1.1131892208451821
0.022748099201295613,0.02680053803643967,0.06207678233969993,1.8515568129477147,-3.2533923054435436,1.39602112146899
0.03129475509978519,0.02526881833402117,0.037293014062648844,4.963887533150295,-5.9497563389709445,0.8714158342787899
0.08522799732971187,0.09304213243093717,0.01285259769421021,16.486796002242368,13.590846424534075,0.2871877214546525
0.008635120922553807,0.08358361775756484,0.025176543331984824,-0.9228203854516898,10.285932784961368,0.5400199176420003
0.029854476475041136,0.06574467227424052,0.036771056166484684,-3.5052836994847016,7.900576022314978,0.7894908523979243
0.0030542980133149156,0.12220895840714618,0.05507682030505734,1.5139503139690413,17.185800150034577,1.244047468927456
0.010789130823461113,0.04822793768291944,0.03054523620828764,1.7566371468836988,7.129393609125592,0.7222970345945005
0.016354487156565733,0.030334264378477804,0.07206702777099672,2.57977684933291,-7.077854672965575,1.6685805337130308
0.3564522075145071,0.1013876432057822,0.03237338601982387,-55.04018627892498,16.23532669399522,0.7103603051164689
0.04331042538694074,0.058278690030167724,0.0299488555707228,4.372756287318055,5.462186913222562,0.6598693354510335
0.04682846487110426,0.12576228047203442,0.002534111164371744,-7.457881994764688,30.237986939622886,0.05855461903829918
0.002396788699685126,0.09842823817090296,0.02218455650664719,-0.49608324711134116,-8.623516433983971,0.50249870285168
0.046302886788438025,0.093998316779346,0.05312680997225172,12.520793479317438,17.763692602014054,1.2834133074926477
0.0435563153779564,0.11151220326856304,0.06467174373645435,9.248189978023163,-15.665026706645206,1.5462885583059887
0.008639662499590917,0.09026187823784071,0.05336474615106468,1.2583342947757103,-10.785778395962575,1.2760167930057311
0.027716966057568015,0.04085858236657147,0.05696393721417703,2.2999230873933243,-5.096088406781264,1.293223179995418
0.01761022614479074,0.2387956669151492,0.03591631131130324,5.8217548166189745,49.09513165971422,0.8292558547253893
0.01106867783355725,0.14248398970571374,0.05693509146639286,-1.4724801994347831,21.532682924465306,1.2737885114554766
0.03980669725753044,0.04728364695953746,0.07733230217612697,18.235570089252427,6.416512093749673,1.7466608461362536
0.008801254173883513,0.020784682903010776,0.03368306160829082,-8.736028005758573,-5.549097379397532,0.7733838205940422
0.0415567035461053,0.016248647546535433,0.047243807425149775,3.6322533454228685,-2.008858557976195,1.08650422700139
0.01914194074435349,0.05472898934750425,0.03629543411924718,-4.36614880684937,-7.33844997583383,0.836849478993071
0.06769740388284079,0.0855376236799752,0.05658235248993737,-31.396064365887298,-14.731665037167632,1.3241695154689226
